Song_ID,Chart_Year,Chart_Position,Title,Num_of_Artists,Artist(s),Main_ArtistOne_ID,Main_ArtistTwo_ID,Main_ArtistThree_ID,Main_ArtistFour_ID,Featured_ArtistOne_ID,Featured_ArtistTwo_ID,Featured_ArtistThree_ID,Released_Date,Genre_ID,Song_Length,Album,log Spotify_streams,Spotify_Streams,Genre_ID,Genre_Type
179,2021,79,No More Parties,2,Coi Leray featuring Lil Durk,55,,,,152,,,2/19/2021,14,140,No More Parties,7.613469046,41064737,14,Hip-Hop
180,2021,80,What's Your Country Song,1,Thomas Rhett,252,,,,,,,9/4/2020,5,171,Country Again,8.22543317,168047931,5,Country
181,2021,81,One Too Many,2,Keith Urban and Pink,139,201,,,,,,9/25/2020,5,203,One Too Many,8.360900036,229562019,5,Country
182,2021,82,Arcade,1,Duncan Laurence,74,,,,,,,3/8/2019,23,183,Arcade,9.128603308,1344631584,23,Pop
183,2021,83,Yonaguni,1,Bad Bunny,17,,,,,,,6/4/2021,27,206,Yonaguni,9.175070849,1496479764,27,Reggaeton
184,2021,84,Good Time,1,Niko Moon,190,,,,,,,5/14/2021,23,214,GOOD TIME,8.242392736,174740163,23,Pop
185,2021,85,If I Didn't Love You,2,Jason Aldean and Carrie Underwood,112,43,,,,,,7/23/2021,5,212,MACON,8.209358852,161941759,5,Country
186,2021,86,Knife Talk,3,Drake featuring 21 Savage and Project Pat,72,,,,3,209,,9/3/2021,14,242,Certified Lover Boy,8.908584293,810185176,14,Hip-Hop
187,2021,87,POV,1,Ariana Grande,12,,,,,,,5/21/2021,23,201,Positions,8.788691791,614740450,23,Pop
188,2021,88,Just the Way,2,Parmalee and Blanco Brown,198,31,,,,,,5/28/2021,23,193,For You,8.321657012,209728288,23,Pop
189,2021,89,Take My Breath,1,The Weeknd,251,,,,,,,8/6/2021,23,339,Dawn Fm,8.337971345,217756609,23,Pop
190,2021,90,We're Good,1,Dua Lipa,73,,,,,,,3/12/2021,23,165,Future Nostalgia,8.737090769,545871938,23,Pop
191,2021,91,Hell of a View,1,Eric Church,81,,,,,,,9/4/2020,5,175,Soul,8.274491123,188144325,5,Country
192,2021,92,Rockin' Around the Christmas Tree,1,Brenda Lee,34,,,,,,,11/29/1958,3,126,Merry Christmas From Brenda Lee,9.110582362,1289978172,3,Christmas
193,2021,93,Put Your Records On,1,Ritt Momney,216,,,,,,,4/3/2006,23,210,Put Your Records On,8.799002469,629509761,23,Pop
194,2021,94,Happier Than Ever,1,Billie Eilish,26,,,,,,,7/30/2021,23,298,Happier Than Ever,9.188183843,1542353215,23,Pop
195,2021,95,Single Saturday Night,1,Cole Swindell,56,,,,,,,4/23/2021,5,189,Stereotype,8.179743912,151266902,5,Country
196,2021,96,Things a Man Oughta Know,1,Lainey Wilson,146,,,,,,,8/14/2020,5,203,Sayin' What I'm Thinkin',8.326406547,212034508,5,Country
197,2021,97,Throat Baby (Go Baby),1,BRS Kash,35,,,,,,,10/30/2020,14,218,Kash Only,7.731445626,53882238,14,Hip-Hop
198,2021,98,Tombstone,1,Rod Wave,217,,,,,,,4/16/2021,5,160,SoulFly,8.215661609,164309097,5,Country
199,2021,99,Drinkin' Beer. Talkin' God. Amen.,2,Chase Rice featuring Florida Georgia Line,47,,,,86,,,4/9/2021,5,160,The Album,7.986450376,96928251,5,Country
200,2021,100,Todo de Ti,1,Rauw Alejandro,211,,,,,,,6/9/2021,27,199,VICE VERSA,9.194278504,1564150378,27,Reggaeton
201,2022,1,Heat Waves,1,Glass Animals,93,,,,,,,6/29/2020,16,238,Dreamland,9.522033457,3326851816,16,Indie Pop
202,2022,2,As It Was,1,Harry Styles,102,,,,,,,4/1/2022,23,167,Harry's House,9.581580185,3815752392,23,Pop
203,2022,3,Stay,2,The Kid Laroi and Justin Bieber,249,130,,,,,,7/9/2021,23,141,STAY (with Justin Bieber),9.54303368,3491673927,23,Pop
204,2022,4,Easy on Me,1,Adele,9,,,,,,,10/15/2021,23,224,Easy On Me,9.321874823,2098334994,23,Pop
205,2022,5,Shivers,1,Ed Sheeran,75,,,,,,,9/10/2021,23,207,=,9.255951139,1802814899,23,Pop
206,2022,6,First Class,1,Jack Harlow,110,,,,,,,4/8/2022,14,173,Come Home The Kids Miss You,8.953739531,898958268,14,Hip-Hop
207,2022,7,Big Energy,1,Latto,147,,,,,,,3/11/2022,14,173,Big Energy,8.554017202,358110621,14,Hip-Hop
208,2022,8,Ghost,1,Justin Bieber,130,,,,,,,10/8/2021,25,153,Justice,9.277734397,1895546300,25,Pop Rock
209,2022,9,Super Gremlin,1,Kodak Black,143,,,,,,,10/21/2021,14,200,Sniper Gang Presents Syko Bob & Snapkatt: Nightmare Babies,8.67057157,468351127,14,Hip-Hop
210,2022,10,Cold Heart (Pnau Remix),2,Elton John and Dua Lipa,76,73,,,,,,8/13/2021,23,202,Cold Heart (PNAU Remix),9.366932219,2327727939,23,Pop
211,2022,11,Wait for U,3,Future featuring Drake and Tems,89,,,,72,247,,4/29/2022,14,189,I NEVER LIKED YOU,9.015076238,1035323897,14,Hip-Hop
212,2022,12,About Damn Time,1,Lizzo,158,,,,,,,4/14/2022,23,191,Special,8.959124316,910173770,23,Pop
213,2022,13,Bad Habits,1,Ed Sheeran,75,,,,,,,6/25/2021,23,230,=,9.277126272,1892893902,23,Pop
214,2022,14,Thats What I Want,1,Lil Nas X,154,,,,,,,9/3/2021,23,143,MONTERO,9.056022793,1137686994,23,Pop
215,2022,15,Enemy,2,Imagine Dragons and JID,106,120,,,,,,10/28/2021,2,173,Enemy (with JID),9.242122505,1746314680,2,Alternative Rock
216,2022,16,Industry Baby,2,Lil Nas X and Jack Harlow,154,110,,,,,,7/23/2021,14,212,INDUSTRY BABY,9.330890878,2142352241,14,Hip-Hop
217,2022,17,ABCDEFU,1,Gayle,91,,,,,,,8/13/2021,24,168,abcdefu,9.079754847,1201585966,24,Pop Punk
218,2022,18,Need to Know,1,Doja Cat,69,,,,,,,6/9/2021,26,210,Planet Her,9.108481675,1283753601,26,R&B
219,2022,19,Wasted on You,1,Morgan Wallen,179,,,,,,,3/3/2022,5,178,Dangerous: The Double Album,8.942838188,876674123,5,Country
220,2022,20,Me Porto Bonito,2,Bad Bunny and Chencho Corleone,17,48,,,,,,5/6/2022,27,178,Un Verano Sin Ti,9.306478213,2025248003,27,Reggaeton
221,2022,21,Woman,1,Doja Cat,69,,,,,,,9/3/2021,26,172,Planet Her,9.268358541,1855062479,26,R&B
222,2022,22,Tití Me Preguntó,1,Bad Bunny,17,,,,,,,10/28/2022,27,243,Un Verano Sin Ti,9.228173453,1691116214,27,Reggaeton
223,2022,23,Running Up That Hill (A Deal with God),1,Kate Bush,137,,,,,,,8/5/1985,30,298,Hounds Of Love,9.135033593,1364688691,30,Synth-pop
224,2022,24,We Don't Talk About Bruno,1,Encanto cast,80,,,,,,,11/19/2021,22,216,Encanto,8.745135741,556078035,22,Musical Theater
225,2022,25,Late Night Talking,1,Harry Styles,102,,,,,,,5/20/2022,23,177,Harry's House,9.02766683,1065778193,23,Pop
226,2022,26,I Like You (A Happier Song),2,Post Malone featuring Doja Cat,207,,,,69,,,10/7/2022,23,192,twelve Carat Toothache,8.968044742,929062096,23,Pop
227,2022,27,You Proof,1,Morgan Wallen,179,,,,,,,5/27/2022,5,157,One Thing At A Time ,8.921591947,834818274,5,Country
228,2022,28,Bad Habit,1,Steve Lacy,238,,,,,,,6/6/2022,23,232,Gemini Rights,9.132143101,1355636024,23,Pop
229,2022,29,Sunroof,2,Nicky Youre and Dazy,189,65,,,,,,2/18/2022,23,163,Sunroof(Remixes),9.057202816,1140782410,23,Pop
230,2022,30,One Right Now,2,Post Malone and the Weeknd,207,251,,,,,,11/5/2021,23,193,One Right Now,8.840005618,691839921,23,Pop
231,2022,31,Good 4 U,1,Olivia Rodrigo,195,,,,,,,5/14/2021,24,178,SOUR,9.376316779,2378574614,24,Pop Punk
232,2022,32,Numb Little Bug,1,Em Beihold,77,,,,,,,3/24/2022,23,169,Numb Little Bug,8.626968221,423611968,23,Pop
233,2022,33,Jimmy Cooks,2,Drake featuring 21 Savage,72,,,,3,,,6/17/2022,14,218,"Honestly, Nevermind",9.057784359,1142311000,14,Hip-Hop
234,2022,34,'Til You Can't,1,Cody Johnson,54,,,,,,,1/14/2022,5,224,Human The Double Album,8.501646111,317428642,5,Country
235,2022,35,Fancy Like,1,Walker Hayes,265,,,,,,,6/4/2021,5,161,Country Stuff The Album,8.566177247,368279247,5,Country
236,2022,36,The Kind of Love We Make,1,Luke Combs,160,,,,,,,6/10/2022,5,224,Growin' Up,8.788714336,614772363,5,Country
237,2022,37,I Ain't Worried,1,OneRepublic,196,,,,,,,5/13/2022,25,148,I Ain't Worried,9.286695693,1935065602,25,Pop Rock
238,2022,38,Break My Soul,1,Beyoncé,25,,,,,,,6/20/2022,7,278,RENAISSANCE,8.681686821,480492730,7,Dance
239,2022,39,Something in the Orange,1,Zach Bryan,278,,,,,,,2/25/2022,5,228,Something in the Orange,9.088114895,1224940220,5,Country
240,2022,40,Save Your Tears,2,The Weeknd and Ariana Grande,251,12,,,,,,8/9/2020,30,215,After Hours,9.359630519,2288919502,30,Synth-pop
241,2022,41,Smokin out the Window,1,Silk Sonic (Bruno Mars and Anderson .Paak),234,,,,,,,11/5/2021,26,197,An Evening With Silk Sonic,8.723779003,529393986,26,R&B
242,2022,42,Levitating,1,Dua Lipa,73,,,,,,,3/27/2020,23,203,Future Nostalgia,9.017904747,1042088845,23,Pop
243,2022,43,In a Minute,1,Lil Baby,151,,,,,,,4/8/2022,14,180,It's Only Me,8.287358586,193802148,14,Hip-Hop
244,2022,44,Moscow Mule,1,Bad Bunny,17,,,,,,,4/29/2022,27,245,Un Verano Sin Ti,9.108026174,1282407869,27,Reggaeton
245,2022,45,You Right,2,Doja Cat and the Weeknd,69,251,,,,,,7/9/2021,26,186,Planet Her,8.970237457,933764710,26,R&B
246,2022,46,She Had Me at Heads Carolina,1,Cole Swindell,56,,,,,,,7/29/2022,5,206,Stereotype,8.46675953,292927085,5,Country
247,2022,47,Vegas,1,Doja Cat,69,,,,,,,3/11/2022,23,182,Vegas,8.785594668,610372092,23,Pop
248,2022,48,Pushin P,3,Gunna and Future featuring Young Thug,96,89,,,275,,,2/25/2022,14,136,DS4EVER,8.601236504,399242259,14,Hip-Hop
249,2022,49,Buy Dirt,2,Jordan Davis and Luke Bryan,125,159,,,,,,5/21/2021,5,167,Buy Dirt,8.770685408,589773708,5,Country
250,2022,50,I Hate U,1,SZA,243,,,,,,,12/3/2021,26,173,SOS,8.713450027,516951771,26,R&B
251,2022,51,Boyfriend,1,Dove Cameron,71,,,,,,,5/13/2022,23,153,Alchemical: Volume 1,8.858743167,722342499,23,Pop
252,2022,52,Glimpse of Us,1,Joji,122,,,,,,,6/10/2022,23,233,SMITHEREENS,9.174103284,1493149470,23,Pop
253,2022,53,Surface Pressure,1,Jessica Darrow,116,,,,,,,11/19/2021,22,202,Encanto,8.552294298,356692763,22,Musical Theater
254,2022,54,Fall in Love,1,Bailey Zimmerman,18,,,,,,,4/15/2022,23,232,Religiously. The Album,8.541604792,348020472,23,Pop
255,2022,55,Love Nwantiti (Ah Ah Ah),1,CKay,53,,,,,,,6/19/2019,1,145,Ckay The First ,8.972054168,937678952,1,Afrobeat
256,2022,56,Super Freaky Girl,1,Nicki Minaj,188,,,,,,,8/12/2022,14,170,Super Freaky Girl,8.78625354,611298796,14,Hip-Hop
257,2022,57,Hrs and Hrs,1,Muni Long,180,,,,,,,1/27/2022,26,204,Public Displas of Affection: The Album,8.470048017,295153554,26,R&B
258,2022,58,Sand in My Boots,1,Morgan Wallen,179,,,,,,,8/29/2022,5,202,Dangerous: The Double Album,8.651172414,447891081,5,Country
259,2022,59,Mamiii,2,Becky G and Karol G,21,136,,,,,,3/11/2022,27,226,MAMIII,9.031302217,1074737040,27,Reggaeton
260,2022,60,Knife Talk,3,Drake featuring 21 Savage and Project Pat,72,,,,3,209,,9/3/2021,14,242,Certified Lover Boy,8.908584293,810185176,14,Hip-Hop
261,2022,61,AA,1,Walker Hayes,265,,,,,,,9/9/2022,14,189,AA,7.953734261,89894736,14,Hip-Hop
262,2022,62,Sweetest Pie,2,Megan Thee Stallion and Dua Lipa,171,73,,,,,,3/11/2022,14,201,Sweetest Pie,8.60601641,403660645,14,Hip-Hop
263,2022,63,Provenza,1,Karol G,136,,,,,,,4/29/2022,27,207,MANANA SERA BONITO,9.156727054,1434587539,27,Reggaeton
264,2022,64,Essence,3,Wizkid featuring Justin Bieber and Tems,268,,,,130,247,,4/9/2021,1,263,Essence,8.200451631,158654221,1,Afrobeat
265,2022,65,All I Want for Christmas Is You,1,Mariah Carey,166,,,,,,,10/29/1994,3,241,Merry Christmas,9.336803438,2171718035,3,Christmas
266,2022,66,Bam Bam,2,Camila Cabello featuring Ed Sheeran,40,,,,75,,,3/4/2022,20,206,Familia,8.999095906,997920411,20,Latin Pop
267,2022,67,5 Foot 9,1,Tyler Hubbard,262,,,,,,,6/24/2022,5,189,5 Foot 9,8.382233192,241119976,5,Country
268,2022,68,Get Into It (Yuh),1,Doja Cat,69,,,,,,,3/11/2021,14,138,Planet Her,8.823469618,665992929,14,Hip-Hop
269,2022,69,Efecto,1,Bad Bunny,17,,,,,,,10/28/2022,27,213,Un Verano Sin Ti,9.162857269,1454980821,27,Reggaeton
270,2022,70,Rock and a Hard Place,1,Bailey Zimmerman,18,,,,,,,3/18/2022,5,207,Religiously. The Album,8.736921481,545659199,5,Country
271,2022,71,Doin' This,1,Luke Combs,160,,,,,,,3/4/2022,5,254,Growin' Up,8.206915121,161033088,5,Country
272,2022,72,Oh My God,1,Adele,9,,,,,,,10/15/2021,23,225,30,8.792403384,620016696,23,Pop
273,2022,73,Better Days,3,"Neiked, Mae Muller and Polo G",186,163,204,,,,,4/22/2022,23,160,Better Days,8.723995932,529658482,23,Pop
274,2022,74,Meet Me at Our Spot,1,The Anxiety: Willow and Tyler Cole,248,,,,,,,6/11/2021,2,162,THE ANXIETY,8.822362216,664296885,2,Alternative Rock
275,2022,75,Fingers Crossed,1,Lauren Spencer-Smith,148,,,,,,,2/11/2022,23,175,Mirror,8.69195093,491983944,23,Pop
276,2022,76,All Too Well (Taylor's Version),1,Taylor Swift,245,,,,,,,11/12/2021,6,329,Red (Taylor's Version),8.49823106,314942347,6,Country Pop
277,2022,77,Party,2,Bad Bunny and Rauw Alejandro,17,211,,,,,,4/22/2022,23,227,Un Verano Sin Ti,8.901994124,797983891,23,Pop
278,2022,78,Después de la Playa,1,Bad Bunny,17,,,,,,,2/25/2022,21,230,Un Verano Sin Ti,8.77740531,598970330,21,Merengue
279,2022,79,You Should Probably Leave,1,Chris Stapleton,50,,,,,,,5/27/2022,5,213,Starting Over,8.794433756,622922125,5,Country
280,2022,80,Rockin' Around the Christmas Tree,1,Brenda Lee,34,,,,,,,11/29/1958,3,126,Merry Christmas From Brenda Lee,9.110582362,1289978172,3,Christmas
281,2022,81,Broadway Girls,2,Lil Durk featuring Morgan Wallen,152,,,,179,,,12/9/2022,5,185,Broadway Girls,8.66694009,464451201,5,Country
282,2022,82,Take My Name,1,Parmalee,198,,,,,,,4/22/2022,5,157,For You,8.133047459,135846189,5,Country
283,2022,83,What Happened to Virgil,2,Lil Durk featuring Gunna,152,,,,96,,,6/10/2022,14,181,7220,8.206498494,160878680,14,Hip-Hop
284,2022,84,Puffin on Zootiez,1,Future,89,,,,,,,4/8/2022,14,172,I NEVER LIKED YOU,8.726364338,532554843,14,Hip-Hop
285,2022,85,Like I Love Country Music,1,Kane Brown,135,,,,,,,7/1/2022,5,234,Like I Love Country Music,8.017898231,104207321,5,Country
286,2022,86,Jingle Bell Rock,1,Bobby Helms,32,,,,,,,11/1/1955,3,130,Jingle Bell Rock/Captain Santa Claus,9.085444897,1217432516,3,Christmas
287,2022,87,Ojitos Lindos,2,Bad Bunny and Bomba Estéreo,17,33,,,,,,4/22/2022,20,258,Un Verano Sin Ti,9.211294391,1626651023,20,Latin Pop
288,2022,88,Trouble with a Heartbreak,1,Jason Aldean,112,,,,,,,3/25/2022,5,196,GEORGIA,7.778100609,59993004,5,Country
289,2022,89,A Holly Jolly Christmas,1,Burl Ives,39,,,,,,,10/2/1962,3,135,Have A Holly Jolly Christmas,8.71002738,512893718,3,Christmas
290,2022,90,Kiss Me More,2,Doja Cat featuring SZA,69,,,,243,,,4/9/2021,23,208,Planet her,9.313579671,2058636510,23,Pop
291,2022,91,She Likes It,2,Russell Dickerson featuring Jake Scott,219,,,,111,,,10/7/2022,5,163,Russell Dickerson,8.115726518,130534863,5,Country
292,2022,92,Never Say Never,2,Cole Swindell and Lainey Wilson,56,146,,,,,,2/18/2022,5,176,Sterotype,7.847160575,70333232,5,Country
293,2022,93,Damn Strait,1,Scotty McCreery,227,,,,,,,3/18/2022,5,230,Damn Strait,7.80565136,63922148,5,Country
294,2022,94,She's All I Wanna Be,1,Tate McRae,244,,,,,,,3/11/2022,24,207,I used to think i could fly,8.755997768,570161342,24,Pop Punk
295,2022,95,Last Night Lonely,1,Jon Pardi,123,,,,,,,5/6/2022,5,182,Mr. Saturday Night,8.217794598,165118068,5,Country
296,2022,96,Flower Shops,2,Ernest featuring Morgan Wallen,82,,,,179,,,3/11/2022,5,214,FLOWER SHOPS (THE ALBUM),8.466138659,292508613,5,Country
297,2022,97,To the Moon,2,Jnr Choi and Sam Tompkins,121,225,,,,,,5/6/2022,23,152,TO THE MOON,2.462397998,290,23,Pop
298,2022,98,Unholy,2,Sam Smith and Kim Petras,224,,,,142,,,9/22/2022,23,156,Unholy(feat. Kim Petras),9.242158877,1746460941,23,Pop
299,2022,99,One Mississippi,1,Kane Brown,135,,,,,,,11/18/2022,5,213,One Mississippi,8.045435251,111028699,5,Country
300,2022,100,Circles Around This Town,1,Maren Morris,165,,,,,,,1/21/2022,5,195,Circles Around This Town ,7.635040762,43155958,5,Country
301,2023,1,Last Night,1,Morgan Wallen,179,,,,,,,1/31/2023,5,163,3 Songs At A Time Sampler,9.084490387,1214759733,5,Country
302,2023,2,Flowers,1,Miley Cyrus,175,,,,,,,1/13/2023,23,200,Endless Summer Vacation,9.396070459,2489261139,23,Pop
303,2023,3,Kill Bill,1,SZA,243,,,,,,,12/9/2022,26,153,SOS,9.386778982,2436570500,26,R&B
304,2023,4,Anti-Hero,1,Taylor Swift,245,,,,,,,10/21/2022,23,200,Midnights,9.255993355,1802990154,23,Pop
305,2023,5,Creepin',3,"Metro Boomin, the Weeknd and 21 Savage",173,251,3,,,,,12/2/2022,14,221,HEROES & VILLAINS,9.191075528,1552657010,14,Hip-Hop
306,2023,6,Calm Down,2,Rema and Selena Gomez,213,228,,,,,,2/11/2022,1,239,Calm Down(with Selena Gomez),9.210118293,1622251904,1,Afrobeat
307,2023,7,Die for You,2,The Weeknd and Ariana Grande,251,12,,,,,,11/25/2016,23,260,Starboy,9.43469326,2720778956,23,Pop
308,2023,8,Fast Car,1,Luke Combs,160,,,,,,,3/24/2023,5,265,gettin' Old,8.875788818,751257496,5,Country
309,2023,9,Snooze,1,SZA,243,,,,,,,12/9/2022,26,186,Saturn,8.898192639,791029425,26,R&B
310,2023,10,I'm Good (Blue),2,David Guetta and Bebe Rexha,63,20,,,,,,8/26/2022,11,175,I'm Good (Blue),9.308795706,2036084071,11,Electronic
311,2023,11,Unholy,2,Sam Smith and Kim Petras,224,142,,,,,,9/22/2022,23,156,Unholy(feat. Kim Petras),9.242158877,1746460941,23,Pop
312,2023,12,You Proof,1,Morgan Wallen,179,,,,,,,5/27/2022,5,157,One Thing At A Time ,8.921591947,834818274,5,Country
313,2023,13,Something in the Orange,1,Zach Bryan,278,,,,,,,2/25/2022,5,228,Something in the Orange,9.088114895,1224940220,5,Country
314,2023,14,Rich Flex,2,Drake and 21 Savage,72,3,,,,,,11/4/2022,14,239,Her Loss,8.953492206,898446468,14,Hip-Hop
315,2023,15,As It Was,1,Harry Styles,102,,,,,,,4/1/2022,23,167,Harry's House,9.581580185,3815752392,23,Pop
316,2023,16,Rock and a Hard Place,1,Bailey Zimmerman,18,,,,,,,3/18/2022,5,207,Religiously. The Album,8.736921481,545659199,5,Country
317,2023,17,Under the Influence,1,Chris Brown,49,,,,,,,10/4/2019,26,184,Indigo,9.19076186,1551536011,26,R&B
318,2023,18,Cruel Summer,1,Taylor Swift,245,,,,,,,8/23/2019,23,178,Lover,9.451913021,2830824994,23,Pop
319,2023,19,Thinkin' Bout Me,1,Morgan Wallen,179,,,,,,,3/3/2023,23,177,One Thing At A Time,8.792904504,620732528,23,Pop
320,2023,20,Boy's a Liar Pt. 2,2,PinkPantheress and Ice Spice,202,105,,,,,,2/3/2023,23,131,Boy's a liar Pt.2,8.979217332,953273086,23,Pop
321,2023,21,Favorite Song,1,Toosii,255,,,,,,,2/17/2023,23,208,Favorite Song,8.367275442,232956827,23,Pop
322,2023,22,Thought You Should Know,1,Morgan Wallen,179,,,,,,,5/26/2022,5,215,One Thin At A Time,8.635630255,432145759,5,Country
323,2023,23,Thank God,2,Kane Brown and Katelyn Brown,135,138,,,,,,3/9/2022,5,174,Different Man,8.298962874,199050317,5,Country
324,2023,24,Sure Thing,1,Miguel,174,,,,,,,11/30/2010,26,195,All I Want Is You,9.233144787,1710585503,26,R&B
325,2023,25,All My Life,2,Lil Durk featuring J. Cole,152,,,,109,,,5/12/2023,14,331,Love Always,8.493265985,311362270,14,Hip-Hop
326,2023,26,Ella Baila Sola,2,Eslabon Armado and Peso Pluma,83,200,,,,,,3/17/2023,28,165,Ella Baila Sola,9.141431412,1384941446,28,Regional Mexican
327,2023,27,Karma,2,Taylor Swift featuring Ice Spice,245,,,,105,,,10/21/2022,23,204,Midnights,8.957335263,906432071,23,Pop
328,2023,28,Just Wanna Rock,1,Lil Uzi Vert,156,,,,,,,10/17/2022,14,123,Just Wanna Rock,8.886561655,770125768,14,Hip-Hop
329,2023,29,Cuff It,1,Beyoncé,25,,,,,,,7/29/2022,26,225,RENAISSANCE,8.943792361,878602350,26,R&B
330,2023,30,Vampire,1,Olivia Rodrigo,195,,,,,,,6/30/2023,17,219,GUTS,9.117144856,1309618666,17,Indie Rock
331,2023,31,FukUMean,1,Gunna,96,,,,,,,6/16/2023,14,125,a Gift & a Curse,9.023147931,1054746107,14,Hip-Hop
332,2023,32,Lavender Haze,1,Taylor Swift,245,,,,,,,10/21/2022,23,322,Midnights,8.907638826,808423307,23,Pop
333,2023,33,Players,1,Coi Leray,55,,,,,,,11/30/2022,14,139,Players,8.712440138,515751070,14,Hip-Hop
334,2023,34,Need a Favor,1,Jelly Roll,115,,,,,,,12/9/2022,16,197,Whitsitt Chapel,8.389549137,245216188,16,Indie Pop
335,2023,35,Dance the Night,1,Dua Lipa,73,,,,,,,5/26/2023,23,176,Barbie The Album,9.036923221,1088737599,23,Pop
336,2023,36,Love You Anyway,1,Luke Combs,160,,,,,,,2/10/2023,5,229,Gettin' Old,8.325011092,211354302,5,Country
337,2023,37,One Thing at a Time,1,Morgan Wallen,179,,,,,,,12/2/2022,5,206,One Thing At A Time,8.468936295,294398976,5,Country
338,2023,38,Superhero (Heroes & Villains),3,"Metro Boomin, Future and Chris Brown",173,89,49,,,,,12/2/2022,14,182,HEROES & VILLAINS,8.944909275,880864839,14,Hip-Hop
339,2023,39,Bad Habit,1,Steve Lacy,238,,,,,,,6/6/2022,23,232,Gemini Rights,9.132143101,1355636024,23,Pop
340,2023,40,La Bebé,2,Yng Lvcas and Peso Pluma,272,200,,,,,,3/17/2023,27,234,La Bebe(Remix),9.08797579,1224547934,27,Reggaeton
341,2023,41,Golden Hour,1,Jvke,131,,,,,,,7/15/2022,5,209,this is what falling in love feels like,9.123672979,1329452972,5,Country
342,2023,42,Religiously,1,Bailey Zimmerman,18,,,,,,,3/17/2023,5,178,Religiously. The Album,8.503044297,318452232,5,Country
343,2023,43,Spin Bout U,2,Drake and 21 Savage,72,3,,,,,,11/4/2022,26,214,Her Loss,8.637619892,434130094,26,R&B
344,2023,44,Cupid,1,Fifty Fifty,84,,,,,,,2/24/2023,18,174,The Beginning: Cupid,8.988553043,973986736,18,K-pop
345,2023,45,Search & Rescue,1,Drake,72,,,,,,,4/7/2023,14,272,Search & Rescue,8.594215097,392839452,14,Hip-Hop
346,2023,46,Barbie World,3,Nicki Minaj and Ice Spice with Aqua,188,105,11,,,,,6/23/2023,23,109,Barbie World,8.725076247,530977657,23,Pop
347,2023,47,Next Thing You Know,1,Jordan Davis,125,,,,,,,8/12/2022,5,175,Next Thing You Know,8.515807772,327950103,5,Country
348,2023,48,Escapism,2,Raye featuring 070 Shake,212,,,,2,,,10/12/2022,23,272,Escapism,8.994224493,986789440,23,Pop
349,2023,49,Un x100to,2,Grupo Frontera and Bad Bunny,95,17,,,,,,4/17/2023,27,194,Un x100to,9.104708747,1272649311,27,Reggaeton
350,2023,50,Until I Found You,1,Stephen Sanchez,237,,,,,,,9/1/2021,23,177,Until I Found You,9.09721025,1250864449,23,Pop
351,2023,51,Shirt,1,SZA,243,,,,,,,10/28/2022,26,181,SOS,8.761962011,578045482,26,R&B
352,2023,52,Paint the Town Red,1,Doja Cat,69,,,,,,,8/4/2023,23,231,Paint The Town Red,9.125623315,1335436723,23,Pop
353,2023,53,Made You Look,1,Meghan Trainor,172,,,,,,,10/21/2022,23,134,Talkin' It Back,8.938251183,867463446,23,Pop
354,2023,54,Wait in the Truck,2,Hardy featuring Lainey Wilson,101,,,,146,,,8/26/2022,5,277,the mockingbird & THE CROW,8.214234625,163770104,5,Country
355,2023,55,All I Want for Christmas Is You,1,Mariah Carey,166,,,,,,,10/29/1994,3,241,Merry Christmas,9.336803438,2171718035,3,Christmas
356,2023,56,Everything I Love,1,Morgan Wallen,179,,,,,,,1/31/2023,5,187,3 Songs At A Time Sampler,8.339954685,218753336,5,Country
357,2023,57,Chemical,1,Post Malone,207,,,,,,,4/14/2023,23,183,AUSTIN,8.790363158,617110815,23,Pop
358,2023,58,Heart Like a Truck,1,Lainey Wilson,146,,,,,,,5/20/2022,5,199,Bell Bottom Country,8.316395192,207202596,5,Country
359,2023,59,"Going, Going, Gone",1,Luke Combs,160,,,,,,,1/24/2022,5,177,Growin' Up,8.466406865,292689313,5,Country
360,2023,60,Rockin' Around the Christmas Tree,1,Brenda Lee,34,,,,,,,11/29/1958,3,126,Merry Christmas From Brenda Lee,9.110582362,1289978172,3,Christmas
361,2023,61,Dancin' in the Country,1,Tyler Hubbard,262,,,,,,,8/19/2022,5,179,Tyler Hubbard,8.290391125,195160142,5,Country
362,2023,62,Daylight,1,David Kushner,64,,,,,,,8/23/2019,23,293,Lover,8.710919211,513948036,23,Pop
363,2023,63,Lift Me Up,1,Rihanna,215,,,,,,,10/28/2022,23,196,Lift Me Up,8.625366686,422052703,23,Pop
364,2023,64,Eyes Closed,1,Ed Sheeran,75,,,,,,,3/24/2023,23,194,-,8.639903353,436418702,23,Pop
365,2023,65,TQG,2,Karol G and Shakira,136,232,,,,,,2/24/2023,27,197,MANANA SERA BONITO,9.096580686,1249052480,27,Reggaeton
366,2023,66,Try That in a Small Town,1,Jason Aldean,112,,,,,,,5/19/2023,5,181,Highway Desperado,7.944586076,88020955,5,Country
367,2023,67,Tennessee Orange,1,Megan Moroney,170,,,,,,,9/2/2022,5,223,Lucky,8.546470903,351941842,5,Country
368,2023,68,Jingle Bell Rock,1,Bobby Helms,32,,,,,,,11/1/1955,3,130,Jingle Bell Rock/Captain Santa Claus,9.085444897,1217432516,3,Christmas
369,2023,69,Princess Diana,2,Ice Spice and Nicki Minaj,105,188,,,,,,4/14/2023,23,172,Princess Diana,8.40610796,254746344,23,Pop
